student_answer,teacher_answer,label,question_id,q_answer,q_stopwords,q_stemmed,q_stem_ordered
Because it is sticky!,The rubber band vibrates.,0,13,Because it is sticky!,sticky,sticki,sticki
Because it hits the other side.,The rubber band vibrates.,0,13,Because it is sticky!,hits,hit,hit
Because vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
It makes the plucking sound from stretching and then it vibrates and make sound.,The rubber band vibrates.,1,13,Because it is sticky!,makes plucking sound stretching vibrates sound,make pluck sound stretch vibrat sound,make pluck sound sound stretch vibrat
Because if you stretch it and let it go it makes a volume.,The rubber band vibrates.,0,13,Because it is sticky!,stretch let makes volume,stretch let make volum,let make stretch volum
Plucking is pull.,The rubber band vibrates.,0,13,Because it is sticky!,plucking pull,pluck pull,pluck pull
Because it hits the other part of the rubber band.,The rubber band vibrates.,0,13,Because it is sticky!,hits rubber band,hit rubber band,band hit rubber
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
Because your making vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,making vibrations,make vibrat,make vibrat
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
Because the vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,vibrations,vibrat,vibrat
Because it is tight.,The rubber band vibrates.,0,13,Because it is sticky!,tight,tight,tight
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
Vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,vibrations,vibrat,vibrat
The rubber band makes a sound because it is on the doorknob.,The rubber band vibrates.,0,13,Because it is sticky!,rubber band makes sound doorknob,rubber band make sound doorknob,band doorknob make rubber sound
Because it is like a string.,The rubber band vibrates.,0,13,Because it is sticky!,like string,like string,like string
It vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
Because it goes up.,The rubber band vibrates.,0,13,Because it is sticky!,goes,goe,goe
It makes a sound.,The rubber band vibrates.,0,13,Because it is sticky!,makes sound,make sound,make sound
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
Guitars have wires that makes sound Just like a rubber band.,The rubber band vibrates.,0,13,Because it is sticky!,guitars wires makes sound like rubber band,guitar wire make sound like rubber band,band guitar like make rubber sound wire
Because it hits something.,The rubber band vibrates.,0,13,Because it is sticky!,hits,hit,hit
Because your finger smacks on it.,The rubber band vibrates.,0,13,Because it is sticky!,finger smacks,finger smack,finger smack
It will make a soft sound.,The rubber band vibrates.,0,13,Because it is sticky!,soft sound,soft sound,soft sound
It vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
It makes noise.,The rubber band vibrates.,0,13,Because it is sticky!,makes noise,make nois,make nois
Because it is.,The rubber band vibrates.,0,13,Because it is sticky!,,,
When you let go it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,let vibrates,let vibrat,let vibrat
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
Because each side of the rubber band will snap together.,The rubber band vibrates.,0,13,Because it is sticky!,rubber band snap,rubber band snap,band rubber snap
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
It makes it louder.,The rubber band vibrates.,0,13,Because it is sticky!,makes louder,make louder,louder make
It is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
If you have something close to the rubber band it would hit it and make noise.,The rubber band vibrates.,0,13,Because it is sticky!,close rubber band hit noise,close rubber band hit nois,band close hit nois rubber
Because vibration runs through it.,The rubber band vibrates.,1,13,Because it is sticky!,vibration runs,vibrat run,run vibrat
Because you stretch it and then it is tight.,The rubber band vibrates.,0,13,Because it is sticky!,stretch tight,stretch tight,stretch tight
Because each side hits each other and make noise.,The rubber band vibrates.,0,13,Because it is sticky!,hits noise,hit nois,hit nois
It vibrates off the other side.,The rubber band vibrates.,0,13,Because it is sticky!,vibrates,vibrat,vibrat
Low.,The rubber band vibrates.,0,13,Because it is sticky!,low,low,low
Because of the vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
It cuts through.,The rubber band vibrates.,0,13,Because it is sticky!,cuts,cut,cut
When you let it go you can see it make a vibration that makes the sound.,The rubber band vibrates.,1,13,Because it is sticky!,let vibration makes sound,let vibrat make sound,let make sound vibrat
There is vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,vibrations,vibrat,vibrat
The rubber band is low.,The rubber band vibrates.,0,13,Because it is sticky!,rubber band low,rubber band low,band low rubber
It is like a guitar string only rubber.,The rubber band vibrates.,0,13,Because it is sticky!,like guitar string rubber,like guitar string rubber,guitar like rubber string
By the vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,vibrations,vibrat,vibrat
The rubber band would make a high pitch.,The rubber band vibrates.,0,13,Because it is sticky!,rubber band high pitch,rubber band high pitch,band high pitch rubber
Because the rubber band vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,rubber band vibrates,rubber band vibrat,band rubber vibrat
Because the rubber band is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,rubber band vibrating,rubber band vibrat,band rubber vibrat
Because when you pluck it it makes the vibrations and vibrations make sound.,The rubber band vibrates.,1,13,Because it is sticky!,pluck makes vibrations vibrations sound,pluck make vibrat vibrat sound,make pluck sound vibrat vibrat
Because the 2 parts bump against each other.,The rubber band vibrates.,0,13,Because it is sticky!,2 parts bump,2 part bump,2 bump part
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
It moves fast enough to make a sound.,The rubber band vibrates.,1,13,Because it is sticky!,moves fast sound,move fast sound,fast move sound
Because of the vibrations it makes.,The rubber band vibrates.,1,13,Because it is sticky!,vibrations makes,vibrat make,make vibrat
Because there is a vibration on the rubber band.,The rubber band vibrates.,1,13,Because it is sticky!,vibration rubber band,vibrat rubber band,band rubber vibrat
Because all things make sound.,The rubber band vibrates.,0,13,Because it is sticky!,things sound,thing sound,sound thing
A rhythm.,The rubber band vibrates.,0,13,Because it is sticky!,rhythm,rhythm,rhythm
It will make a soft sound.,The rubber band vibrates.,0,13,Because it is sticky!,soft sound,soft sound,soft sound
A rubber band makes a sound because vibration are made and sounds come from vibrations.,The rubber band vibrates.,1,13,Because it is sticky!,rubber band makes sound vibration sounds come vibrations,rubber band make sound vibrat sound come vibrat,band come make rubber sound sound vibrat vibrat
Because it hit the top and makes it vibrate.,The rubber band vibrates.,1,13,Because it is sticky!,hit makes vibrate,hit make vibrat,hit make vibrat
"Because you stretch it, then you pluck it.",The rubber band vibrates.,0,13,Because it is sticky!,stretch pluck,stretch pluck,pluck stretch
Because our hand is causing it to make a sound.,The rubber band vibrates.,0,13,Because it is sticky!,hand causing sound,hand caus sound,caus hand sound
Because when you pluck it the rudder band touches the top part.,The rubber band vibrates.,0,13,Because it is sticky!,pluck rudder band touches,pluck rudder band touch,band pluck rudder touch
Because it rubber.,The rubber band vibrates.,0,13,Because it is sticky!,rubber,rubber,rubber
It hit the first one.,The rubber band vibrates.,0,13,Because it is sticky!,hit,hit,hit
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
When you pull it and it hits the other part.,The rubber band vibrates.,0,13,Because it is sticky!,pull hits,pull hit,hit pull
Because it hits the top.,The rubber band vibrates.,0,13,Because it is sticky!,hits,hit,hit
Because you make it vibrate.,The rubber band vibrates.,1,13,Because it is sticky!,vibrate,vibrat,vibrat
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
It hits your finger.,The rubber band vibrates.,0,13,Because it is sticky!,hits finger,hit finger,finger hit
"Because the rubber band vibrated, and vibration caused sound.",The rubber band vibrates.,1,13,Because it is sticky!,rubber band vibrated vibration caused sound,rubber band vibrat vibrat caus sound,band caus rubber sound vibrat vibrat
Because of the vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
It does that because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
Because there is a vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
Because it is vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,vibrating,vibrat,vibrat
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
"Because if you pull it, it goes like that.",The rubber band vibrates.,0,13,Because it is sticky!,pull goes like,pull goe like,goe like pull
Because it snaps together.,The rubber band vibrates.,0,13,Because it is sticky!,snaps,snap,snap
Because it is gently.,The rubber band vibrates.,0,13,Because it is sticky!,gently,gentli,gentli
Because it snaps.,The rubber band vibrates.,0,13,Because it is sticky!,snaps,snap,snap
Pull it.,The rubber band vibrates.,0,13,Because it is sticky!,pull,pull,pull
It makes the sound softer.,The rubber band vibrates.,0,13,Because it is sticky!,makes sound softer,make sound softer,make softer sound
It is rubber.,The rubber band vibrates.,0,13,Because it is sticky!,rubber,rubber,rubber
You pulled and it flies.,The rubber band vibrates.,0,13,Because it is sticky!,pulled flies,pull fli,fli pull
It makes sound.,The rubber band vibrates.,0,13,Because it is sticky!,makes sound,make sound,make sound
Because of the vibration.,The rubber band vibrates.,1,13,Because it is sticky!,vibration,vibrat,vibrat
It will make a doom sound.,The rubber band vibrates.,0,13,Because it is sticky!,doom sound,doom sound,doom sound
Because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates,vibrat,vibrat
When you pluck a rubber band and let it go it moves back and forth which makes it vibrate.,The rubber band vibrates.,1,13,Because it is sticky!,pluck rubber band let moves forth makes vibrate,pluck rubber band let move forth make vibrat,band forth let make move pluck rubber vibrat
Because you can make you hand is hurt.,The rubber band vibrates.,0,13,Because it is sticky!,hand hurt,hand hurt,hand hurt
I think because it vibrating.,The rubber band vibrates.,1,13,Because it is sticky!,think vibrating,think vibrat,think vibrat
It will say: dinininin!,The rubber band vibrates.,0,13,Because it is sticky!,dinininin,dinininin,dinininin
It moves back and forth makes vibration.,The rubber band vibrates.,1,13,Because it is sticky!,moves forth makes vibration,move forth make vibrat,forth make move vibrat
Because it is making vibration.,The rubber band vibrates.,1,13,Because it is sticky!,making vibration,make vibrat,make vibrat
Because it hits your Finger.,The rubber band vibrates.,0,13,Because it is sticky!,hits finger,hit finger,finger hit
It makes a sound because it vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,makes sound vibrates,make sound vibrat,make sound vibrat
Because when you pull it. It hits your thumb.,The rubber band vibrates.,0,13,Because it is sticky!,pull hits thumb,pull hit thumb,hit pull thumb
Sound like Pum!,The rubber band vibrates.,0,13,Because it is sticky!,sound like pum,sound like pum,like pum sound
So it could a sound.,The rubber band vibrates.,0,13,Because it is sticky!,sound,sound,sound
Because it vibrates and vibration makes Sound.,The rubber band vibrates.,1,13,Because it is sticky!,vibrates vibration makes sound,vibrat vibrat make sound,make sound vibrat vibrat
The rubber band vibrates.,The rubber band vibrates.,1,13,Because it is sticky!,rubber band vibrates,rubber band vibrat,band rubber vibrat
