wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_clay,q_stemmed_has_particl,q_stemmed_has_lighter,q_stemmed_has_smaller,q_stemmed_has_carri,q_stemmed_has_farther,q_stemmed_has_water,q_stemmed_has_end,q_stemmed_has_greatest,q_stemmed_has_distanc,q_stemmed_has_away,q_stemmed_has_mouth,q_stemmed_has_river,q_stemmed_has_clay_particl,q_stemmed_has_particl_lighter,q_stemmed_has_lighter_smaller,q_stemmed_has_smaller_carri,q_stemmed_has_carri_farther,q_stemmed_has_farther_water,q_stemmed_has_water_clay,q_stemmed_has_particl_end,q_stemmed_has_end_greatest,q_stemmed_has_greatest_distanc,q_stemmed_has_distanc_away,q_stemmed_has_away_mouth,q_stemmed_has_mouth_river,q_stemmed_has_clay_particl_lighter,q_stemmed_has_particl_lighter_smaller,q_stemmed_has_lighter_smaller_carri,q_stemmed_has_smaller_carri_farther,q_stemmed_has_carri_farther_water,q_stemmed_has_farther_water_clay,q_stemmed_has_water_clay_particl,q_stemmed_has_clay_particl_end,q_stemmed_has_particl_end_greatest,q_stemmed_has_end_greatest_distanc,q_stemmed_has_greatest_distanc_away,q_stemmed_has_distanc_away_mouth,q_stemmed_has_away_mouth_river,q_stem_ordered_has_away,q_stem_ordered_has_carri,q_stem_ordered_has_clay,q_stem_ordered_has_distanc,q_stem_ordered_has_end,q_stem_ordered_has_farther,q_stem_ordered_has_greatest,q_stem_ordered_has_lighter,q_stem_ordered_has_mouth,q_stem_ordered_has_particl,q_stem_ordered_has_river,q_stem_ordered_has_smaller,q_stem_ordered_has_water,q_stem_ordered_has_away_carri,q_stem_ordered_has_carri_clay,q_stem_ordered_has_clay_clay,q_stem_ordered_has_clay_distanc,q_stem_ordered_has_distanc_end,q_stem_ordered_has_end_farther,q_stem_ordered_has_farther_greatest,q_stem_ordered_has_greatest_lighter,q_stem_ordered_has_lighter_mouth,q_stem_ordered_has_mouth_particl,q_stem_ordered_has_particl_particl,q_stem_ordered_has_particl_river,q_stem_ordered_has_river_smaller,q_stem_ordered_has_smaller_water,q_stem_ordered_has_away_carri_clay,q_stem_ordered_has_carri_clay_clay,q_stem_ordered_has_clay_clay_distanc,q_stem_ordered_has_clay_distanc_end,q_stem_ordered_has_distanc_end_farther,q_stem_ordered_has_end_farther_greatest,q_stem_ordered_has_farther_greatest_lighter,q_stem_ordered_has_greatest_lighter_mouth,q_stem_ordered_has_lighter_mouth_particl,q_stem_ordered_has_mouth_particl_particl,q_stem_ordered_has_particl_particl_river,q_stem_ordered_has_particl_river_smaller,q_stem_ordered_has_river_smaller_water
0.2857142857142857,0.3125,0.125,0.2481,0.3125,0.125,0.2481,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.35294117647058826,0.11764705882352941,0.2265,0.35294117647058826,0.11764705882352941,0.2265,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8571428571428571,0.5714285714285714,0.19047619047619047,0.3203,0.5714285714285714,0.19047619047619047,0.3203,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.375,0.1875,0.3397,0.375,0.1875,0.3397,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.3684210526315789,0.05263157894736842,0.1048,0.3684210526315789,0.05263157894736842,0.1048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07142857142857142,0.14285714285714285,0.07142857142857142,0.1961,0.14285714285714285,0.07142857142857142,0.1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.3125,0.125,0.2481,0.3125,0.125,0.2481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.29411764705882354,0.058823529411764705,0.124,0.29411764705882354,0.058823529411764705,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5714285714285714,0.3888888888888889,0.1111111111111111,0.2097,0.3888888888888889,0.1111111111111111,0.2097,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.2857142857142857,0.21428571428571427,0.416,0.2857142857142857,0.21428571428571427,0.416,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.25,0.0625,0.1387,0.25,0.0625,0.1387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.25,0.0625,0.1387,0.25,0.0625,0.1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.3333333333333333,0.05555555555555555,0.1132,0.3333333333333333,0.05555555555555555,0.1132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.3157894736842105,0.0,0.0,0.3157894736842105,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.35294117647058826,0.11764705882352941,0.2265,0.35294117647058826,0.11764705882352941,0.2265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.3333333333333333,0.2,0.3721,0.3333333333333333,0.2,0.3721,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.26666666666666666,0.13333333333333333,0.2774,0.26666666666666666,0.13333333333333333,0.2774,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.29411764705882354,0.058823529411764705,0.124,0.29411764705882354,0.058823529411764705,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.3076923076923077,0.3076923076923077,0.5547,0.3076923076923077,0.3076923076923077,0.5547,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.4,0.26666666666666666,0.4529,0.4,0.26666666666666666,0.4529,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07142857142857142,0.14285714285714285,0.07142857142857142,0.1961,0.14285714285714285,0.07142857142857142,0.1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.29411764705882354,0.058823529411764705,0.124,0.29411764705882354,0.058823529411764705,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.25,0.0625,0.1387,0.25,0.0625,0.1387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.21428571428571427,0.14285714285714285,0.3203,0.21428571428571427,0.14285714285714285,0.3203,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.375,0.1875,0.3397,0.375,0.1875,0.3397,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.26666666666666666,0.13333333333333333,0.2774,0.26666666666666666,0.13333333333333333,0.2774,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.3888888888888889,0.1111111111111111,0.2097,0.3888888888888889,0.1111111111111111,0.2097,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.3888888888888889,0.1111111111111111,0.2097,0.3888888888888889,0.1111111111111111,0.2097,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.29411764705882354,0.058823529411764705,0.124,0.29411764705882354,0.058823529411764705,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.3125,0.4903,0.5,0.3125,0.4903,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.25,0.0625,0.1387,0.25,0.0625,0.1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.3125,0.125,0.2481,0.3125,0.125,0.2481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3571428571428571,0.25,0.0625,0.1387,0.25,0.0625,0.1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
